material,process,energy_use,water_use,waste,transport_km,emissions,end_of_life,impact_score
Steel,Rolling,309.43241398141413,137.95216233173429,4.775855677582227,162.60359274670222,9.030118329654712,Landfill,86.3135537735739
Aluminium,Injection Molding,173.3248493092427,194.2832887603814,3.8689955329549806,558.1743705044311,30.205983067769363,Recycled,82.24946492902271
Plastic,Casting,299.38010113210703,27.841135999989493,17.37767761610698,546.287764285904,62.14761853348329,Incinerated,17.334305297528086
Aluminium,Injection Molding,343.1391747583389,137.79440246277397,39.45995187846191,764.2827944788213,33.173191659563415,Landfill,48.58174289126315
Plastic,Casting,423.38381166824075,94.31254166786852,35.67636580230487,835.3134623182098,72.87029558676801,Recycled,11.692353552539148
Plastic,Casting,142.88957229227145,174.94702833172602,39.642133268947916,446.0369368092998,77.10550183958344,Incinerated,68.2153161561635
Steel,Extrusion,54.948122896316214,43.65845999500332,26.34618376563886,309.3099168579788,14.739016586315072,Incinerated,94.98996682460759
Steel,Casting,111.59853353096327,141.59893092297125,22.569750899819038,266.7415483439235,53.816174099642936,Landfill,13.70894580787565
Copper,Injection Molding,455.00838883164727,169.24190503314094,8.225173808607913,202.6775983378232,53.34460278115031,Recycled,73.38831308025414
Steel,Rolling,443.25053490313184,189.4767017000644,17.081444926856268,67.07110637703462,40.0816731704764,Recycled,63.2238150867861
Copper,Casting,318.8358959766387,139.8171253750327,22.26694894251989,349.0234990463662,93.62786194411885,Incinerated,58.36050370080997
Copper,Extrusion,320.232587195144,104.4632051616012,5.341421054301245,277.54521520947543,83.61310038795601,Incinerated,39.012023468833924
Copper,Injection Molding,349.26650354581494,127.39097563823063,11.809985682849351,966.7532120077433,71.2348912814155,Incinerated,35.513164775381256
Copper,Casting,128.91707538055232,175.09194705095646,30.313039409123203,562.1317379875435,72.86103039482477,Recycled,4.524918901888785
Copper,Injection Molding,461.4853756662319,118.41585186137765,37.0474925977203,353.80426864020245,48.863033662246316,Landfill,21.790870825201345
Aluminium,Extrusion,238.4467362014329,15.773541342399003,49.91902805825453,584.662924983759,92.4944795041747,Landfill,1.5176882286826898
Steel,Extrusion,222.41233771227385,186.88025214632577,46.722553235834326,147.80473433223855,70.98656558906211,Recycled,58.14171055820205
Copper,Injection Molding,283.5129673772769,141.01008269599663,32.48569477722438,449.6033117101809,74.25320085730256,Landfill,10.585323587790885
Plastic,Casting,71.13468504877477,138.53754329767685,21.64115461140953,629.9719782068532,86.8606358597978,Incinerated,87.30193940297161
Steel,Rolling,124.82751594023573,50.97827895556626,32.172690870703406,494.00885347452686,31.036800987508144,Landfill,52.314302069716526
Steel,Extrusion,382.1151273918667,135.18823934420487,39.496929285931365,407.761012647781,81.67173586733678,Landfill,69.96899090587084
Copper,Casting,87.25940056630691,84.83423707429012,6.798473355245979,993.9099050107012,23.547857280866744,Landfill,41.08570918404965
Aluminium,Casting,321.4184492598747,133.73426563788348,21.085339595118125,881.5116145274377,37.80748546326434,Incinerated,56.057980900104866
Copper,Rolling,160.40709935659441,30.252675758518237,42.15031199614524,627.1718985778457,36.882993155635056,Recycled,94.26591769666305
Aluminium,Extrusion,225.18302631888943,134.99060787457685,19.807814644719155,573.68358757046,97.95991949696835,Incinerated,8.273403962367077
Plastic,Extrusion,179.91218154681494,199.88860789642663,29.02174129013214,624.4538750263382,86.37103625605305,Recycled,25.393777192369615
Steel,Casting,210.0527224092271,19.160287383505647,29.800698682247713,209.29898674420892,71.61113685107468,Recycled,77.99883269105443
Plastic,Casting,373.57065733291046,195.66309500205028,10.039336403548328,401.1863658316754,74.07039235346207,Recycled,9.873720688266586
Aluminium,Rolling,183.70477203042876,87.31251253734541,18.74953664096213,49.06493756199033,58.39691546824425,Landfill,7.566110390411085
Aluminium,Rolling,304.8820881336037,175.44315556407923,17.391053148354676,480.7905771119584,94.97361337530931,Landfill,36.15413987540386
Plastic,Extrusion,264.22268098959483,158.65324197107196,2.283638718071175,547.5943381180865,52.14458152382435,Recycled,9.216795847243231
Aluminium,Injection Molding,348.65202441319167,117.73308958746688,2.185396430676407,235.4722387421775,41.14918243763998,Recycled,58.507844220620306
Plastic,Extrusion,471.5733826961411,150.30534975775203,41.7531551401129,964.3885586938586,20.488357008501147,Landfill,22.627525081659982
Steel,Casting,379.65744374461264,176.9179566472561,14.380469688667809,910.3600648278696,79.68953696480051,Incinerated,89.56979631993724
Plastic,Extrusion,146.72317036584053,86.78666111369627,26.385859545701955,724.9218031013468,74.77217354718118,Recycled,78.35000808452567
Steel,Injection Molding,64.03241077757811,72.13630069701534,15.637553105849879,538.0527624777089,41.51372865979281,Incinerated,69.97052060994761
Plastic,Rolling,168.01881993492128,136.8427432570811,47.09328301065168,871.2694680512082,7.393374326126789,Landfill,61.694402738450194
Aluminium,Injection Molding,317.7850688151147,163.49072896883914,13.705541184422913,139.34582038522828,84.70474613321102,Recycled,86.34657303414633
Plastic,Injection Molding,73.14161606791265,154.834175607557,22.053183824207817,792.6046963321361,6.084708428136995,Incinerated,22.30620615427569
Aluminium,Injection Molding,273.3648112405564,161.58459328314055,43.76378227374549,133.5726058271798,71.85147906475984,Incinerated,87.31088427642277
Plastic,Rolling,318.5792820126001,92.76082981445727,42.254744772798624,796.2685559239113,97.17442542397542,Incinerated,78.94922984240523
Plastic,Injection Molding,200.40975086763237,165.3885010732541,10.118969474467589,283.0098925688434,46.57782617407933,Landfill,74.81608263876855
Copper,Injection Molding,396.9104916856199,32.839720520415604,40.32952217998981,878.3196752080071,27.322473474615514,Landfill,56.1255678074924
Aluminium,Injection Molding,97.96921391019731,113.45292861256141,23.45115745015674,944.6016728871439,71.96274595412126,Incinerated,24.62441609706001
Copper,Casting,83.81200178111393,11.094145494643099,24.665474732182407,157.30800971106447,82.62717349148059,Incinerated,42.35479159918963
Aluminium,Injection Molding,377.6849402916215,71.67130768105136,7.540518648381245,468.0488490147396,56.91088002739549,Landfill,79.35706545388015
Copper,Rolling,272.9710922927893,79.6276916255656,4.949474174099108,981.1775043810583,96.86835114933389,Incinerated,3.1778484357324444
Steel,Injection Molding,359.7810783924812,85.27281140575852,36.669026041714496,488.57336161341516,9.908528557506305,Incinerated,78.20507692637582
Plastic,Injection Molding,245.67230237168582,142.1387692710738,25.326596465409686,864.9120472893997,52.95558183893017,Landfill,24.00707404875665
Aluminium,Rolling,160.88091495759807,83.82603924136569,22.405684428143797,592.8442069100066,73.25312499564225,Incinerated,14.430920072160303
Aluminium,Injection Molding,418.5960429533899,95.25178829828083,36.74590320396744,381.5766088404058,86.950844759172,Incinerated,11.570131818030216
Plastic,Rolling,409.73714553604066,55.13338486612222,38.51013205056438,292.9257199706115,22.029283131240053,Incinerated,2.725001195081511
Aluminium,Injection Molding,362.61341188449205,80.91784040957461,8.786500215798323,211.1908601752264,81.00033076754974,Landfill,52.35864852214529
Aluminium,Rolling,172.4653117534832,53.18122917999878,30.901032324404422,764.1802094639203,57.5071721932618,Incinerated,21.82598726937295
Copper,Injection Molding,315.60380009108917,23.907225516004292,7.632350031606591,392.6751017547976,42.67259978904651,Landfill,98.94317657796316
Aluminium,Injection Molding,212.43825362301206,124.6552327424618,37.81737921542324,516.1627075787437,17.512927715013888,Landfill,57.443675587220575
Steel,Casting,91.21193299698537,136.96043172545308,33.19080265708983,497.4022252011701,87.20309709634668,Recycled,13.788526935601041
Steel,Casting,462.79110895800926,127.70316574182675,47.87411643308944,581.5062389407999,19.94095477707296,Recycled,68.87625408113654
Plastic,Injection Molding,111.56838391353263,98.06386832210875,4.378942801464638,866.9213741683067,34.429846624864425,Incinerated,89.77435665097254
Aluminium,Injection Molding,477.6068092193611,82.15929823405367,3.7956813364114614,980.9319501475951,32.554325536431506,Landfill,74.51794953696144
Plastic,Extrusion,250.70259783108008,174.0333934186468,14.827166659966807,413.50836648807876,87.78433324813116,Recycled,7.6439861039447665
